Name,Strategy,Num dim,RMSE,MAE,MAPE,Run time (extr),Run time (tsf),Num features,Time/feature,Run time (classif),Total time
HouseholdPowerConsumption1,rocket,5,47.056861191787206,23.917878976420074,0.022300585342997694,0.0,0.0,8200.0,0.0,0.26773548126220703,0.26773548126220703
HouseholdPowerConsumption2,rocket,5,83.67746857205361,36.86277573589202,0.2391329341501787,0.0,0.0,8200.0,0.0,0.2724297046661377,0.2724297046661377
BeijingPM25Quality,rocket,9,105.41574806581666,49.20742159795961,0.5897666752243503,0.0,0.0,1216.0,0.0,6.383617162704468,6.383617162704468
BeijingPM10Quality,rocket,9,195.61497499527925,76.6848135158648,0.5492230425228976,0.0,0.0,1216.0,0.0,6.392168283462524,6.392168283462524
Covid3Month,rocket,1,0.04567468120858758,0.033195659127001474,17699359546459.67,0.0,0.0,1084.0,0.0,0.004397392272949219,0.004397392272949219
LiveFuelMoistureContent,rocket,7,72.85470035434932,52.75157757634697,0.48785662383625195,0.0,0.0,3555.0,0.0,9.96204924583435,9.96204924583435
FloodModeling1,rocket,1,0.010126518749127487,0.006813110655625353,0.015326767685665287,0.0,0.0,1266.0,0.0,0.044342994689941406,0.044342994689941406
FloodModeling2,rocket,1,0.016750502281570497,0.005669323915473438,0.021194503900695556,0.0,0.0,1266.0,0.0,0.043343544006347656,0.043343544006347656
FloodModeling3,rocket,1,0.01072510257124346,0.007379223196976515,0.017754900074431576,0.0,0.0,1266.0,0.0,0.03665423393249512,0.03665423393249512
AppliancesEnergy,rocket,24,3.083028091630771,2.5236617818866116,0.18982048079636626,0.0,0.0,4456.0,0.0,0.005767822265625,0.005767822265625
BenzeneConcentration,rocket,8,6.438196524390196,5.4995460067806174,1.392208201293986,0.0,0.0,2920.0,0.0,19.120076179504395,19.120076179504395
NewsHeadlineSentiment,rocket,3,0.14521971658639093,0.1109386540211251,4540946754479.313,0.0,0.0,1432.0,0.0,43.99139451980591,43.99139451980591
NewsTitleSentiment,rocket,3,0.14100548528713422,0.10077799333847146,14133408122124.197,0.0,0.0,1432.0,0.0,40.82835245132446,40.82835245132446
BIDMC32RR,rocket,2,5.679777114533852,4.352938485383061,0.253198100833904,0.0,0.0,9000.0,0.0,44.52078413963318,44.52078413963318
BIDMC32HR,rocket,2,7.64827133661578,5.291400892587699,0.06411098917424848,0.0,0.0,9000.0,0.0,44.356019496917725,44.356019496917725
BIDMC32SpO2,rocket,2,5.089999308598071,4.172728855466726,0.04468638323151738,0.0,0.0,9000.0,0.0,41.86116433143616,41.86116433143616
IEEEPPG,rocket,5,46.05318003175705,38.83226881005746,0.40094382655244765,0.0,0.0,6000.0,0.0,1.8047866821289062,1.8047866821289062
AcousticContaminationMadrid-no-missing,rocket,1,3.4516389568869186,2.6569983354592264,0.031844386753562576,0.0,0.0,1365.0,0.0,0.00660395622253418,0.00660395622253418
AluminiumConcentration,rocket,1,244.02787948258336,178.27759392221404,0.288737553301727,0.0,0.0,3542.0,0.0,0.057298898696899414,0.057298898696899414
BeijingIntAirportPM25Quality,rocket,6,89.7801357241545,69.71289992075374,1.2661760693045405,0.0,0.0,1144.0,0.0,0.3384857177734375,0.3384857177734375
BinanceCoinSentiment,rocket,2,0.4013210762249438,0.3304143746978361,21154600138760.19,0.0,0.0,1048.0,0.0,0.006673336029052734,0.006673336029052734
BitcoinSentiment,rocket,2,0.27478537976358974,0.1997930461851874,5.620893398291142,0.0,0.0,1048.0,0.0,0.010206937789916992,0.010206937789916992
BoronConcentration,rocket,1,1.732395524774025,1.270440441198952,352.80346577635885,0.0,0.0,3542.0,0.0,0.05689573287963867,0.05689573287963867
CalciumConcentration,rocket,1,2289.353402720572,1723.1681066085125,4090.1305736822455,0.0,0.0,3307.0,0.0,0.05546283721923828,0.05546283721923828
CardanoSentiment,rocket,2,0.31613017829614015,0.2500957503794715,123022951847901.75,0.0,0.0,1048.0,0.0,0.0019676685333251953,0.0019676685333251953
ChilledWaterPredictor,rocket,4,2145.4801196060585,1664.563291010729,2.1681529402681283e+17,0.0,0.0,1672.0,0.0,0.02170705795288086,0.02170705795288086
CopperConcentration,rocket,1,1.871249074250386,1.1469753563154477,37.813612942634634,0.0,0.0,3542.0,0.0,0.05603814125061035,0.05603814125061035
Covid19Andalusia,rocket,1,0.015621538697542018,0.010090058252265985,0.8867391742359012,0.0,0.0,1091.0,0.0,0.004654645919799805,0.004654645919799805
DailyOilGasPrices,rocket,2,1.8087951142742749,1.4565189019422062,0.3542602034274594,0.0,0.0,1060.0,0.0,0.0042874813079833984,0.0042874813079833984
DailyTemperatureLatitude,rocket,1,4.885770724138658,3.5726298057117685,0.6131549388816374,0.0,0.0,1365.0,0.0,15.53273630142212,15.53273630142212
DhakaHourlyAirQuality,rocket,1,15.286898784049233,11.91917683730225,0.10580550900761522,0.0,0.0,1024.0,0.0,1.2785115242004395,1.2785115242004395
ElectricityPredictor,rocket,4,650.5149276170209,384.5134757786209,37.256481295159226,0.0,0.0,1672.0,0.0,0.0790548324584961,0.0790548324584961
ElectricMotorTemperature,rocket,6,10.34124730988602,7.899372891296811,0.1509776999482208,0.0,0.0,1360.0,0.0,8.955820083618164,8.955820083618164
EthereumSentiment,rocket,2,0.2707554933281333,0.21280231415040174,38779705722466.54,0.0,0.0,1048.0,0.0,0.011643409729003906,0.011643409729003906
GasSensorArrayAcetone,rocket,1,0.23009951721804875,0.15175614886489858,286843032286588.06,0.0,0.0,8500.0,0.0,0.055156707763671875,0.055156707763671875
