Name,Strategy,Num dim,RMSE,MAE,Run time (extr),Run time (tsf),Num features,Time/feature,Run time (classif),Total time
AcousticContaminationMadrid-no-missing,rocket,1,4.4114227294921875,3.527272939682007,0.0,0.0,1000.0,0.0,0.026137590408325195,0.026137590408325195
AcousticContaminationMadrid-no-missing,multirocket,1,5.570865154266357,4.195019245147705,0.0,0.0,1008.0,0.0,0.015009164810180664,0.015009164810180664
AcousticContaminationMadrid-no-missing,tsfel,1,9.451180458068848,6.15858793258667,0.0,0.0,316.0,0.0,0.019427061080932617,0.019427061080932617
AcousticContaminationMadrid-no-missing,catch22,1,4.712127208709717,3.521702766418457,0.0,0.0,22.0,0.0,0.0010063648223876953,0.0010063648223876953
AcousticContaminationMadrid-no-missing,tsfeatures,1,6.904641151428223,5.159775257110596,0.0,0.0,37.0,0.0,0.0010943412780761719,0.0010943412780761719
AcousticContaminationMadrid-no-missing,signature,1,6.241228103637695,4.828242301940918,0.0,0.0,42.0,0.0,0.0010988712310791016,0.0010988712310791016
AcousticContaminationMadrid-no-missing,intervals_c22,1,5.02891206741333,3.8019726276397705,0.0,0.0,990.0,0.0,0.012945890426635742,0.012945890426635742
AluminiumConcentration,rocket,1,335.0827941894531,252.1115264892578,0.0,0.0,1000.0,0.0,0.04088306427001953,0.04088306427001953
AluminiumConcentration,multirocket,1,699.39990234375,554.844970703125,0.0,0.0,1008.0,0.0,0.03812003135681152,0.03812003135681152
AluminiumConcentration,tsfel,1,3284.2431640625,600.5647583007812,0.0,0.0,389.0,0.0,0.015247106552124023,0.015247106552124023
AluminiumConcentration,catch22,1,346.60528564453125,259.7322998046875,0.0,0.0,22.0,0.0,0.0011050701141357422,0.0011050701141357422
AluminiumConcentration,tsfeatures,1,399.7558898925781,253.7702178955078,0.0,0.0,37.0,0.0,0.0012822151184082031,0.0012822151184082031
AluminiumConcentration,signature,1,265.99102783203125,197.60641479492188,0.0,0.0,42.0,0.0,0.0013015270233154297,0.0013015270233154297
AluminiumConcentration,intervals_c22,1,465.489501953125,363.3587646484375,0.0,0.0,990.0,0.0,0.040283918380737305,0.040283918380737305
BeijingIntAirportPM25Quality,rocket,6,6505.70361328125,990.7650756835938,0.0,0.0,1000.0,0.0,0.12767744064331055,0.12767744064331055
BeijingIntAirportPM25Quality,multirocket,6,304135.0625,15735.5791015625,0.0,0.0,1008.0,0.0,0.10653233528137207,0.10653233528137207
BeijingIntAirportPM25Quality,tsfel,6,25499.55859375,2195.3974609375,0.0,0.0,876.0,0.0,0.09064602851867676,0.09064602851867676
BeijingIntAirportPM25Quality,catch22,6,1461898.875,67339.609375,0.0,0.0,132.0,0.0,0.007579326629638672,0.007579326629638672
BeijingIntAirportPM25Quality,tsfeatures,6,72.29571533203125,52.83757019042969,0.0,0.0,222.0,0.0,0.012679576873779297,0.012679576873779297
BeijingIntAirportPM25Quality,signature,6,485122.5625,37330.14453125,0.0,0.0,392.0,0.0,0.024767160415649414,0.024767160415649414
BeijingIntAirportPM25Quality,intervals_c22,6,183287.359375,26395.673828125,0.0,0.0,990.0,0.0,0.11910676956176758,0.11910676956176758
BinanceCoinSentiment,rocket,2,0.42421767115592957,0.34937939047813416,0.0,0.0,1000.0,0.0,0.016240358352661133,0.016240358352661133
BinanceCoinSentiment,multirocket,2,0.4754045903682709,0.3839802145957947,0.0,0.0,1008.0,0.0,0.015321731567382812,0.015321731567382812
BinanceCoinSentiment,tsfel,2,51.888145446777344,11.962660789489746,0.0,0.0,292.0,0.0,0.007953166961669922,0.007953166961669922
BinanceCoinSentiment,catch22,2,0.37148353457450867,0.28094586730003357,0.0,0.0,44.0,0.0,0.014046907424926758,0.014046907424926758
BinanceCoinSentiment,tsfeatures,2,0.4414036273956299,0.3501046895980835,0.0,0.0,74.0,0.0,0.0020928382873535156,0.0020928382873535156
BinanceCoinSentiment,signature,2,0.4891040623188019,0.36429840326309204,0.0,0.0,84.0,0.0,0.0024254322052001953,0.0024254322052001953
BinanceCoinSentiment,intervals_c22,2,0.5012862682342529,0.35977187752723694,0.0,0.0,990.0,0.0,0.016444683074951172,0.016444683074951172
BitcoinSentiment,rocket,2,0.3067624866962433,0.240570068359375,0.0,0.0,1000.0,0.0,0.021212100982666016,0.021212100982666016
BitcoinSentiment,multirocket,2,0.2873847186565399,0.21597141027450562,0.0,0.0,1008.0,0.0,0.020470380783081055,0.020470380783081055
BitcoinSentiment,tsfel,2,7.968594551086426,1.639380931854248,0.0,0.0,292.0,0.0,0.02046966552734375,0.02046966552734375
BitcoinSentiment,catch22,2,0.26592817902565,0.1813814491033554,0.0,0.0,44.0,0.0,0.0017459392547607422,0.0017459392547607422
BitcoinSentiment,tsfeatures,2,0.28822702169418335,0.23055177927017212,0.0,0.0,74.0,0.0,0.007791042327880859,0.007791042327880859
BitcoinSentiment,signature,2,0.7493918538093567,0.30691400170326233,0.0,0.0,84.0,0.0,0.004965305328369141,0.004965305328369141
BitcoinSentiment,intervals_c22,2,0.32903409004211426,0.2635817527770996,0.0,0.0,990.0,0.0,0.021595239639282227,0.021595239639282227
BoronConcentration,rocket,1,2.336228370666504,1.883095622062683,0.0,0.0,1000.0,0.0,0.040131568908691406,0.040131568908691406
BoronConcentration,multirocket,1,6.081756591796875,4.943746089935303,0.0,0.0,1008.0,0.0,0.0370635986328125,0.0370635986328125
BoronConcentration,tsfel,1,3.3824377059936523,2.032649517059326,0.0,0.0,389.0,0.0,0.017891407012939453,0.017891407012939453
BoronConcentration,catch22,1,1.26401686668396,0.8919923901557922,0.0,0.0,22.0,0.0,0.0011014938354492188,0.0011014938354492188
BoronConcentration,tsfeatures,1,1.1688581705093384,0.7469567656517029,0.0,0.0,37.0,0.0,0.0012788772583007812,0.0012788772583007812
BoronConcentration,signature,1,1.2116061449050903,0.7747758030891418,0.0,0.0,42.0,0.0,0.0013341903686523438,0.0013341903686523438
BoronConcentration,intervals_c22,1,3.4786157608032227,2.3031444549560547,0.0,0.0,990.0,0.0,0.039974212646484375,0.039974212646484375
CalciumConcentration,rocket,1,3325.29931640625,2443.596923828125,0.0,0.0,1000.0,0.0,0.041017770767211914,0.041017770767211914
CalciumConcentration,multirocket,1,4618.80078125,3572.59033203125,0.0,0.0,1008.0,0.0,0.03818011283874512,0.03818011283874512
CalciumConcentration,tsfel,1,8058.75732421875,5021.5380859375,0.0,0.0,389.0,0.0,0.014488935470581055,0.014488935470581055
