Name,Strategy,Num dim,RMSE,MAE,Run time (extr),Run time (tsf),Num features,Time/feature,Run time (classif),Total time
AcousticContaminationMadrid-no-missing,rocket,1,5.599119686008307,4.090277989705403,0.0,0.0,1365.0,0.0,0.09712815284729004,0.09712815284729004
AcousticContaminationMadrid-no-missing,multirocket,1,5.547871902406248,4.29166645473904,0.0,0.0,1373.0,0.0,0.06499004364013672,0.06499004364013672
AcousticContaminationMadrid-no-missing,tsfel,1,4.33927507775451,3.1291668150160046,0.0,0.0,681.0,0.0,0.04604196548461914,0.04604196548461914
AcousticContaminationMadrid-no-missing,signature,1,6.668592731084243,4.834721671210395,0.0,0.0,407.0,0.0,0.032683372497558594,0.032683372497558594
AluminiumConcentration,rocket,1,394.2392955269641,272.28621588308346,0.0,0.0,3542.0,0.0,0.804537296295166,0.804537296295166
AluminiumConcentration,multirocket,1,426.58073582409463,314.7818246871706,0.0,0.0,3550.0,0.0,0.7581663131713867,0.7581663131713867
AluminiumConcentration,tsfel,1,429.71559781908786,304.57809316039715,0.0,0.0,2931.0,0.0,0.67067551612854,0.67067551612854
AluminiumConcentration,signature,1,422.2008927384643,288.04342788615554,0.0,0.0,2584.0,0.0,0.5850527286529541,0.5850527286529541
BarCrawl6min,rocket,3,0.060525035003137835,0.043278360361477634,0.0,0.0,2080.0,0.0,0.08162593841552734,0.08162593841552734
BarCrawl6min,multirocket,3,0.07093408985387113,0.054394010698697606,0.0,0.0,2088.0,0.0,0.06253314018249512,0.06253314018249512
BarCrawl6min,tsfel,3,0.05480888364702864,0.036161946357975976,0.0,0.0,2022.0,0.0,0.04783773422241211,0.04783773422241211
BarCrawl6min,signature,3,0.0735820753680344,0.05445505433609007,0.0,0.0,1220.0,0.0,0.03172945976257324,0.03172945976257324
BeijingIntAirportPM25Quality,rocket,6,83.72686953073557,59.44985852655718,0.0,0.0,1144.0,0.0,0.6918041706085205,0.6918041706085205
BeijingIntAirportPM25Quality,multirocket,6,85.85371198021569,60.74876449067714,0.0,0.0,1152.0,0.0,0.34256553649902344,0.34256553649902344
BeijingIntAirportPM25Quality,tsfel,6,80.73283672363634,55.70224240068662,0.0,0.0,1020.0,0.0,0.47636961936950684,0.47636961936950684
BeijingIntAirportPM25Quality,signature,6,76.54623539631642,52.83562857518762,0.0,0.0,536.0,0.0,0.20990920066833496,0.20990920066833496
BinanceCoinSentiment,rocket,2,0.4382681073567079,0.35246202962685236,0.0,0.0,1048.0,0.0,0.07175278663635254,0.07175278663635254
BinanceCoinSentiment,multirocket,2,0.45447586874043366,0.3563987350303538,0.0,0.0,1056.0,0.0,0.053312063217163086,0.053312063217163086
BinanceCoinSentiment,tsfel,2,0.5164400423622982,0.37729873416261583,0.0,0.0,340.0,0.0,0.027410030364990234,0.027410030364990234
BinanceCoinSentiment,signature,2,0.41173630058037003,0.31037848275390606,0.0,0.0,132.0,0.0,0.010522603988647461,0.010522603988647461
BitcoinSentiment,rocket,2,0.2684304570494651,0.2008209988696035,0.0,0.0,1048.0,0.0,0.1263730525970459,0.1263730525970459
BitcoinSentiment,multirocket,2,0.24000144029601522,0.1824089986726176,0.0,0.0,1056.0,0.0,0.06569528579711914,0.06569528579711914
BitcoinSentiment,tsfel,2,0.28506313039038084,0.21198000116855836,0.0,0.0,340.0,0.0,0.03871655464172363,0.03871655464172363
BitcoinSentiment,signature,2,0.2626064981541056,0.18021899941726588,0.0,0.0,132.0,0.0,0.014791250228881836,0.014791250228881836
BoronConcentration,rocket,1,6.9074500446528555,1.2310159587148983,0.0,0.0,3542.0,0.0,1.4016170501708984,1.4016170501708984
BoronConcentration,multirocket,1,6.923799031624709,1.2784356382097108,0.0,0.0,3550.0,0.0,1.4574172496795654,1.4574172496795654
BoronConcentration,tsfel,1,5.712132460831383,1.027708510765459,0.0,0.0,2931.0,0.0,1.3145394325256348,1.3145394325256348
BoronConcentration,signature,1,5.713535672860146,0.96320319286129,0.0,0.0,2584.0,0.0,0.9351851940155029,0.9351851940155029
CalciumConcentration,rocket,1,2598.842880894707,1251.9350137931463,0.0,0.0,3307.0,0.0,1.253037452697754,1.253037452697754
CalciumConcentration,multirocket,1,2368.350634741393,1185.9117120544272,0.0,0.0,3315.0,0.0,0.8872463703155518,0.8872463703155518
CalciumConcentration,tsfel,1,2313.3557807956076,1138.62882992322,0.0,0.0,2696.0,0.0,1.0429012775421143,1.0429012775421143
CalciumConcentration,signature,1,3284.856611771169,1453.4033941170255,0.0,0.0,2349.0,0.0,0.7668018341064453,0.7668018341064453
CardanoSentiment,rocket,2,0.41739707598899745,0.3142121219160882,0.0,0.0,1048.0,0.0,0.02680039405822754,0.02680039405822754
CardanoSentiment,multirocket,2,0.4513152004448395,0.3539484844006824,0.0,0.0,1056.0,0.0,0.015305280685424805,0.015305280685424805
CardanoSentiment,tsfel,2,0.364558325150809,0.27332424299057684,0.0,0.0,340.0,0.0,0.007801055908203125,0.007801055908203125
CardanoSentiment,signature,2,0.36298734784609865,0.28000606252162746,0.0,0.0,132.0,0.0,0.0031557083129882812,0.0031557083129882812
ChilledWaterPredictor,rocket,4,4332.598279928139,1078.2950960925334,0.0,0.0,1672.0,0.0,0.4366297721862793,0.4366297721862793
ChilledWaterPredictor,multirocket,4,3916.115173142094,926.7459225298405,0.0,0.0,1680.0,0.0,0.3063638210296631,0.3063638210296631
ChilledWaterPredictor,tsfel,4,4388.495642562067,1044.738069803184,0.0,0.0,1544.0,0.0,0.4008755683898926,0.4008755683898926
