Name,Strategy,Num dim,RMSE,MAE,Run time (extr),Run time (tsf),Num features,Time/feature,Run time (classif),Total time
Covid3Month,tsfel,1,0.048666846300977736,0.034442040389861726,0.0,0.0,84.0,0.0,0.0036568641662597656,0.0036568641662597656
FloodModeling1,tsfel,1,0.021026387528645017,0.014376239906443228,0.0,0.0,266.0,0.0,0.10705184936523438,0.10705184936523438
FloodModeling2,tsfel,1,0.018600940983456046,0.0032388057133451624,0.0,0.0,266.0,0.0,0.10628724098205566,0.10628724098205566
FloodModeling3,tsfel,1,0.021668324625286985,0.014896738950325094,0.0,0.0,266.0,0.0,0.08591580390930176,0.08591580390930176
