Name,Strategy,Num dim,RMSE,MAE,MAPE,Run time (extr),Run time (tsf),Num features,Time/feature,Run time (classif),Total time
HouseholdPowerConsumption1,minirocket,5,171.71398919753562,131.20777363430437,0.11062914648498284,6.3247435092926025,5.528904438018799,924.0,0.006844960507892427,0.16492843627929688,12.018576383590698
HouseholdPowerConsumption2,minirocket,5,46.15859235599143,30.79718182862992,0.21179435555602555,6.359731197357178,5.773640155792236,924.0,0.006882825971165777,0.1552717685699463,12.28864312171936
BeijingPM25Quality,minirocket,9,71.03273943456747,43.85316357417908,0.5174712524423261,3.785080671310425,1.3233892917633057,924.0,0.00409640765293336,3.3248538970947266,8.433323860168457
BeijingPM10Quality,minirocket,9,129.6274007543721,66.36688357488472,0.4407708197598752,3.820241928100586,1.3331637382507324,924.0,0.004134460961147821,3.4515793323516846,8.604984998703003
Covid3Month,minirocket,1,0.0463380350469412,0.035269412131403895,39720966476566.98,0.12691187858581543,0.013512611389160156,924.0,0.0001373505179500167,0.00509333610534668,0.14551782608032227
LiveFuelMoistureContent,minirocket,7,48.48763043687236,37.3876362378017,0.3408657740033413,11.617081642150879,4.904316663742065,924.0,0.012572599179816969,1.1460964679718018,17.667494773864746
FloodModeling1,minirocket,1,0.0111237841575126,0.00826783675471139,0.018559501037162657,0.2601947784423828,0.10396552085876465,924.0,0.0002815960805653494,0.043286800384521484,0.40744709968566895
FloodModeling2,minirocket,1,0.007583044824906391,0.005065163679685858,0.02142203484917425,0.2736186981201172,0.10495162010192871,924.0,0.000296124132164629,0.05884361267089844,0.43741393089294434
FloodModeling3,minirocket,1,0.007797848128557523,0.004976464953960269,0.012085528541827728,0.2879953384399414,0.09765505790710449,924.0,0.0003116832667098933,0.03535819053649902,0.4210085868835449
AppliancesEnergy,minirocket,24,2.613680092257018,2.0629492780354863,0.1547363503342558,0.2924644947052002,0.10829281806945801,924.0,0.0003165200159147188,0.0026559829711914062,0.4034132957458496
BenzeneConcentration,minirocket,8,18.123696806182945,14.040916784509617,3.0829914913042527,8.199762344360352,12.361333847045898,924.0,0.008874201671385662,1.0808382034301758,21.641934394836426
NewsHeadlineSentiment,minirocket,3,0.14311636608451303,0.10984818720568143,4282189893793.5884,72.24442672729492,30.539746284484863,924.0,0.07818660901222395,18.007456064224243,120.79162907600403
NewsTitleSentiment,minirocket,3,0.1390271912664265,0.09915035577248817,9698282923809.895,84.15027570724487,32.42143726348877,924.0,0.09107172695589272,17.434889554977417,134.00660252571106
BIDMC32RR,minirocket,2,5.278657642161002,4.505516702447798,0.27486214565202627,103.43914794921875,48.54000425338745,924.0,0.11194712981517181,1.683243989944458,153.66239619255066
BIDMC32HR,minirocket,2,8.001551713721232,6.330377741026704,0.07119464634508668,117.00446581840515,48.568830728530884,924.0,0.12662820976017874,1.6990690231323242,167.27236557006836
BIDMC32SpO2,minirocket,2,4.926869631892632,3.9452252702097557,0.042297443121568246,104.54737973213196,47.841405630111694,924.0,0.11314651486161467,1.684680700302124,154.07346606254578
IEEEPPG,minirocket,5,39.49797781496827,34.24385945623508,0.35627308344784625,11.512969017028809,8.539570569992065,924.0,0.012459923178602606,1.0292534828186035,21.081793069839478
AcousticContaminationMadrid-no-missing,minirocket,1,4.170550096872408,3.058239265963164,0.03658220822372235,0.14196419715881348,0.05386757850646973,924.0,0.0001536409060160319,0.005900144577026367,0.20173192024230957
AluminiumConcentration,minirocket,1,277.9494512815351,204.3958796819716,0.3426578522832775,2.231480598449707,0.9218966960906982,924.0,0.002415022292694488,0.03692293167114258,3.190300226211548
BarCrawl6min,minirocket,3,0.06614201857142464,0.04632357650700462,9.061588787763188,0.3798699378967285,0.13778162002563477,924.0,0.00041111465140338584,0.0045969486236572266,0.5222485065460205
BeijingIntAirportPM25Quality,minirocket,6,67.86866453923015,53.8133269133337,0.9715496478338237,0.3182373046875,0.11606812477111816,924.0,0.0003444126674107143,0.540712833404541,0.9750182628631592
BinanceCoinSentiment,minirocket,2,0.4624047485348282,0.3835409839539482,28170181679771.203,0.06161069869995117,0.020206689834594727,924.0,6.66782453462675e-05,0.009673833847045898,0.0914912223815918
BitcoinSentiment,minirocket,2,0.26028695371153704,0.18720514604803856,4.6356768511160835,0.08031225204467773,0.024683713912963867,924.0,8.691802169337417e-05,0.010358095169067383,0.11535406112670898
BoronConcentration,minirocket,1,1.8892424693720018,1.360349036999222,337.1693659309976,2.1977131366729736,0.9119954109191895,924.0,0.002378477420641746,0.03701210021972656,3.1467206478118896
CalciumConcentration,minirocket,1,2459.6680706095353,1595.0133824501538,4238.239303327105,2.058530569076538,0.8434338569641113,924.0,0.0022278469362300196,0.03779435157775879,2.939758777618408
CardanoSentiment,minirocket,2,0.38259339490195077,0.27548054665813976,70405322270889.14,0.033896684646606445,0.010768413543701172,924.0,3.668472364351347e-05,0.002153635025024414,0.04681873321533203
ChilledWaterPredictor,minirocket,4,2445.008527789482,1993.187578898577,2.5660713384551795e+17,0.5148351192474365,0.2201371192932129,924.0,0.0005571808649864031,0.018855571746826172,0.7538278102874756
CopperConcentration,minirocket,1,2.05206716790257,1.275580043118469,52.492410865261235,2.2033956050872803,0.9174060821533203,924.0,0.0023846272782329873,0.03730654716491699,3.1581082344055176
Covid19Andalusia,minirocket,1,0.015619854140521125,0.010240582107524553,1.2336951305473955,0.04377412796020508,0.014979362487792969,924.0,4.7374597359529305e-05,0.006379127502441406,0.06513261795043945
