Name,Strategy,Num dim,RMSE,MAE,Run time (extr),Run time (tsf),Num features,Time/feature,Run time (classif),Total time
AppliancesEnergy,rocket,24,4.5029599283534925,3.6152381215776717,0.0,0.0,1000.0,0.0,0.03448963165283203,0.03448963165283203
AppliancesEnergy,minirocket,24,3.6698627820738,2.700238137018113,0.0,0.0,924.0,0.0,0.02382373809814453,0.02382373809814453
AppliancesEnergy,multirocket,24,2.778836292121463,2.272142864408947,0.0,0.0,1008.0,0.0,0.020575761795043945,0.020575761795043945
AppliancesEnergy,tsfel,24,3.2847925971298007,2.391904740106492,0.0,0.0,4944.0,0.0,0.14113712310791016,0.14113712310791016
AppliancesEnergy,catch22,24,3.62712871071162,2.81142867179144,0.0,0.0,528.0,0.0,0.014359235763549805,0.014359235763549805
AppliancesEnergy,tsfeatures,24,4.179709353920944,3.2954762549627397,0.0,0.0,888.0,0.0,0.02154254913330078,0.02154254913330078
AppliancesEnergy,signature,24,3.3893739205533984,2.612619150252569,0.0,0.0,4550.0,0.0,0.15833210945129395,0.15833210945129395
AppliancesEnergy,intervals_c22,24,3.036044500759597,2.3052379971458796,0.0,0.0,990.0,0.0,0.021396636962890625,0.021396636962890625
BenzeneConcentration,rocket,8,12.35696824316529,9.188286078667748,0.0,0.0,1000.0,0.0,2.454627752304077,2.454627752304077
BenzeneConcentration,minirocket,8,11.372532140529527,8.901609602874734,0.0,0.0,924.0,0.0,1.5444903373718262,1.5444903373718262
BenzeneConcentration,multirocket,8,6.7173533328048665,5.167582464182352,0.0,0.0,1008.0,0.0,1.621262788772583,1.621262788772583
BenzeneConcentration,tsfel,8,5.212989263517372,3.4014415231677835,0.0,0.0,2032.0,0.0,5.576059103012085,5.576059103012085
BenzeneConcentration,catch22,8,12.202673598047395,9.310650097182064,0.0,0.0,176.0,0.0,0.3004422187805176,0.3004422187805176
BenzeneConcentration,tsfeatures,8,11.513039738791864,8.840043419239342,0.0,0.0,296.0,0.0,0.656696081161499,0.656696081161499
BenzeneConcentration,signature,8,0.7880665910235548,0.09304409700263823,0.0,0.0,630.0,0.0,1.5316708087921143,1.5316708087921143
BenzeneConcentration,intervals_c22,8,8.865430102839444,6.524188295454104,0.0,0.0,990.0,0.0,1.7022144794464111,1.7022144794464111
BeijingPM10Quality,rocket,9,167.51107041255295,114.61701664267176,0.0,0.0,1000.0,0.0,13.094172239303589,13.094172239303589
BeijingPM10Quality,minirocket,9,134.22863209291106,83.34706814580032,0.0,0.0,924.0,0.0,5.665926218032837,5.665926218032837
BeijingPM10Quality,multirocket,9,144.6990068696868,90.00544770357159,0.0,0.0,1008.0,0.0,6.562510013580322,6.562510013580322
BeijingPM10Quality,tsfel,9,130.18218901815806,80.60241679873216,0.0,0.0,1314.0,0.0,15.405635356903076,15.405635356903076
BeijingPM10Quality,catch22,9,145.8222645923471,89.52715927371888,0.0,0.0,198.0,0.0,1.5470643043518066,1.5470643043518066
BeijingPM10Quality,tsfeatures,9,168.40573047704396,115.20108954162114,0.0,0.0,333.0,0.0,2.7560157775878906,2.7560157775878906
BeijingPM10Quality,signature,9,133.13322797349218,80.47119651316841,0.0,0.0,770.0,0.0,10.2599196434021,10.2599196434021
BeijingPM10Quality,intervals_c22,9,140.47548896911601,86.78207210504499,0.0,0.0,990.0,0.0,6.0885584354400635,6.0885584354400635
BeijingPM25Quality,rocket,9,128.05683826048195,88.70421949279289,0.0,0.0,1000.0,0.0,11.041357278823853,11.041357278823853
BeijingPM25Quality,minirocket,9,87.03761948048515,56.549663233114686,0.0,0.0,924.0,0.0,5.237663745880127,5.237663745880127
BeijingPM25Quality,multirocket,9,90.409081680765,57.18813391438377,0.0,0.0,1008.0,0.0,6.098167419433594,6.098167419433594
BeijingPM25Quality,tsfel,9,88.20180651529604,54.03098256312157,0.0,0.0,1314.0,0.0,13.880898475646973,13.880898475646973
BeijingPM25Quality,catch22,9,90.34672496090144,58.56416402528101,0.0,0.0,198.0,0.0,1.4422266483306885,1.4422266483306885
BeijingPM25Quality,tsfeatures,9,135.2980718446326,92.97234548328417,0.0,0.0,333.0,0.0,2.4057962894439697,2.4057962894439697
BeijingPM25Quality,signature,9,81.88685650469995,52.71024167972208,0.0,0.0,770.0,0.0,9.292716264724731,9.292716264724731
BeijingPM25Quality,intervals_c22,9,94.97355125399888,61.215511093426805,0.0,0.0,990.0,0.0,5.600637197494507,5.600637197494507
BIDMC32HR,rocket,2,11.2421567778828,7.6180849126996275,0.0,0.0,1000.0,0.0,5.077441215515137,5.077441215515137
BIDMC32HR,minirocket,2,12.456537294462185,9.611534560705632,0.0,0.0,924.0,0.0,3.8418056964874268,3.8418056964874268
BIDMC32HR,multirocket,2,14.276752067727111,10.96077792830346,0.0,0.0,1008.0,0.0,3.0903408527374268,3.0903408527374268
BIDMC32HR,tsfel,2,12.788543229489111,7.572076165412754,0.0,0.0,778.0,0.0,4.15600848197937,4.15600848197937
BIDMC32HR,catch22,2,15.075829128951199,8.416631929970821,0.0,0.0,44.0,0.0,0.15450716018676758,0.15450716018676758
BIDMC32HR,tsfeatures,2,11.040248583126418,7.626471967486452,0.0,0.0,74.0,0.0,0.27636003494262695,0.27636003494262695
BIDMC32HR,signature,2,18.464176469919018,14.570418287486323,0.0,0.0,84.0,0.0,0.427950382232666,0.427950382232666
BIDMC32HR,intervals_c22,2,12.406567498743373,7.1661108795331385,0.0,0.0,990.0,0.0,3.760941505432129,3.760941505432129
